131977 137 136
132000 677 652
132017 677 652
132073 652 677
132105 677 652
132165 652 677
132292 677 652
132335 652 677
132410 677 652
132495 164 163
132572 279 617
132787 49 3
132807 90 91
132848 3 49
132894 49 3
132964 3 49
133029 485 472
133030 578 176
133145 90 91
133185 91 90
133191 266 424
133203 424 266
133208 652 677
133289 279 617
133344 472 485
133367 474 639
133435 39 622
133506 580 759
133593 288 104
133676 617 279
133723 617 279
133808 279 617
133916 104 288
133995 317 28
134002 632 274
134006 617 279
134402 176 578
134422 617 279
134586 578 176
134676 176 578
134695 4 266
134707 115 475
134782 279 617
134782 266 4
134824 4 266
134842 521 268
134868 268 521
134881 266 4
134905 268 521
134910 578 176
134946 176 578
134967 4 266
135028 28 317
135059 317 28
135101 475 115
135111 475 115
135127 115 475
135132 28 317
135141 115 475
135175 521 268
135190 376 114
135192 266 4
135219 4 266
135319 114 376
135319 266 4
135366 4 266
135385 266 4
135426 317 28
135429 376 114
135443 376 114
135513 114 376
135529 569 465
135534 28 317
135568 677 652
135613 376 114
135622 652 677
135657 677 652
135686 376 114
135704 114 376
135735 114 376
135751 376 114
135811 578 176
135821 578 176
135906 176 578
135918 176 578
136089 475 115
136185 578 176
136323 274 632
136466 176 578
136640 49 3
136696 90 91
136732 91 90
136747 49 3
136819 90 91
136835 91 90
136837 91 90
136847 91 90
136850 90 91
136868 91 90
136887 90 91
136896 90 91
136910 91 90
136915 91 90
136930 578 176
136948 90 91
136954 90 91
136966 845 128
137037 176 578
137041 90 91
137100 91 90
137125 90 91
137125 578 176
137170 176 578
137215 91 90
137231 3 49
137257 578 176
137297 90 91
137313 176 578
137324 91 90
137339 91 90
137345 3 49
137677 136 137
137765 578 176
137902 176 578
137918 90 91
137924 90 91
137927 90 91
137933 90 91
137969 91 90
138003 90 91
138054 91 90
138175 90 91
138243 578 176
138382 622 39
138482 176 578
138852 324 52
138923 208 128
139020 578 176
139312 176 578
139317 485 472
139428 578 176
139464 578 289
139465 372 342
139480 52 324
139491 128 208
139501 289 578
139506 176 578
139532 578 176
139545 578 289
139559 176 578
139561 289 578
139812 208 128
139858 578 176
139913 176 578
140071 578 176
140085 164 494
140213 51 75
140262 617 279
140278 75 51
140355 176 578
140456 494 304
140462 317 28
140473 304 494
140517 494 304
140524 304 494
140552 173 211
140587 578 176
140600 171 437
140625 176 578
140641 211 173
140695 376 114
140715 376 114
140728 376 114
140746 114 376
140792 376 114
140850 114 376
140876 376 114
140887 173 211
141093 617 279
141170 578 176
141613 176 578
141642 211 173
141673 342 372
142116 578 176
142252 176 578
142400 617 279
142570 179 193
142585 179 193
142807 47 449
142918 28 317
143057 279 617
143073 317 28
143074 193 179
143111 179 193
143111 279 617
143121 193 179
143143 279 617
143167 617 279
143218 617 279
143225 279 617
143225 617 279
143239 617 279
143247 279 617
143261 279 617
143277 266 785
143291 617 279
143293 390 683
143302 424 785
143304 617 279
143316 830 140
143325 279 617
143427 288 104
143484 104 288
143496 578 176
143519 176 578
143552 28 317
143579 279 617
143620 617 279
143632 47 19
143648 288 104
143703 279 617
143705 279 617
143712 279 617
143736 104 288
143761 617 279
143808 578 176
143810 19 47
143817 114 376
143902 176 578
143957 90 91
144062 218 382
144068 578 176
144112 176 578
144169 229 503
144292 192 203
144450 622 39
144545 91 90
144616 438 59
144679 438 59
144709 59 438
144784 59 438
144974 390 683
145616 449 47
145622 376 114
145626 449 47
145634 376 114
145637 114 376
145653 47 449
145816 382 218
145825 218 382
145833 382 218
145854 218 382
145942 47 449
145979 218 382
145979 382 218
145997 382 218
146008 218 382
146040 449 47
146048 449 47
146056 382 218
146059 47 449
146063 449 47
146078 218 382
146080 218 382
146112 218 382
146136 503 229
146141 357 49
146154 382 218
146308 218 382
146339 90 91
146368 601 340
146381 47 449
146413 340 601
146697 492 12
146703 617 279
146801 229 503
146827 677 652
146893 176 578
146996 578 176
147056 47 449
147062 27 371
147156 652 677
147196 677 652
147214 18 488
147219 116 628
147427 419 557
147522 419 557
147662 503 229
147677 557 419
147680 601 340
147758 628 116
147839 229 503
147875 503 229
147901 229 503
147995 47 449
148148 488 18
148231 12 492
148276 449 47
148285 492 12
148318 47 449
148580 423 167
148584 193 179
148635 179 193
148659 193 179
148666 167 423
148673 33 242
148732 423 167
148760 167 423
148785 423 167
148801 167 423
148812 371 27
148926 48 49
148953 140 830
149161 299 512
149250 276 242
149372 128 208
149387 27 371
149577 173 466
149626 512 299
149756 299 512
149788 242 33
149847 33 242
149893 18 488
149897 632 285
149974 285 632
149974 242 33
149976 242 33
149992 242 33
150017 632 285
150041 176 578
150066 33 242
150252 488 18
150332 472 485
150340 33 242
150350 18 488
150359 578 176
150490 176 578
150516 485 472
150758 179 193
150844 193 179
150985 472 485
151073 179 812
151081 218 382
151175 194 294
151219 578 176
151268 294 194
151341 632 274
151342 194 294
151370 294 194
151398 176 578
151450 578 176
151536 194 294
151572 176 578
151607 578 176
151689 176 578
151724 578 176
151884 176 578
151933 578 176
152084 274 632
152641 285 632
153590 812 179
154055 560 144
154293 128 845
154319 845 128
154556 179 812
154617 242 33
154686 567 676
154785 208 128
154860 128 208
154874 21 20
154888 20 21
154940 21 20
155079 21 20
155421 146 458
155764 91 90
155936 651 623
156393 458 146
156439 21 20
156493 578 176
156549 176 578
156720 33 242
156749 242 33
156756 96 780
156805 780 96
156821 33 242
156873 623 651
156897 651 623
156920 299 512
156924 299 512
156930 299 512
156985 512 299
156994 512 299
157083 299 512
157634 481 296
157648 242 33
157664 33 242
157778 146 458
157782 299 512
157855 512 299
157988 299 512
158096 578 176
158143 512 299
158156 512 299
158261 176 578
158284 36 401
158297 578 176
158348 401 36
158431 176 578
158459 578 176
158496 681 634
158541 36 401
158568 296 481
158600 481 296
158607 481 296
158614 481 296
158621 481 296
158657 634 681
158672 296 481
158683 296 481
158698 481 296
158712 481 296
158725 481 296
158743 481 296
158745 176 578
158780 296 481
158869 481 296
158877 481 296
158893 481 296
158907 481 296
158913 296 481
158931 296 481
158946 465 569
158976 481 296
158981 569 465
158993 521 268
159008 481 296
159017 296 481
159054 296 481
159061 481 296
159068 176 578
159082 481 296
159091 578 176
159120 296 481
159135 176 578
159168 176 137
159173 481 296
159194 481 296
159212 296 481
159221 173 466
159227 481 296
159232 481 296
159237 481 296
159277 481 296
159279 481 296
159279 296 481
159282 296 481
159285 137 176
159305 296 481
159310 481 296
159318 481 296
159330 176 137
159338 481 296
159348 481 296
159350 481 296
159389 296 481
159411 481 296
159413 481 296
159431 481 296
159444 296 481
159468 296 481
159494 481 296
159536 481 296
159554 481 296
159612 296 481
159633 296 481
159693 481 296
159747 652 677
159755 481 296
159775 296 481
159783 296 481
159791 465 569
159801 481 296
159813 296 481
159825 481 296
159837 481 296
159900 299 512
159911 481 296
159959 481 296
159997 512 299
160002 466 173
160035 173 466
160052 296 481
160081 481 296
160085 481 296
160094 481 296
160102 481 296
160112 481 296
160114 296 481
160125 481 296
160139 481 296
160145 481 296
160149 481 296
160161 296 481
160161 299 512
160166 296 481
160203 481 296
160265 296 481
160302 481 296
160322 481 296
160336 466 173
160338 481 296
160354 481 296
160365 296 481
160367 512 299
160399 481 296
160405 296 481
160439 296 481
160447 481 296
160462 296 481
160466 296 481
160475 481 296
160479 481 296
160487 481 296
160512 296 481
160532 481 296
160540 481 296
160542 481 296
160550 481 296
160580 296 481
160605 481 296
160620 481 296
160654 296 481
160670 299 512
160679 481 296
160746 481 296
160752 481 296
160756 481 296
160766 225 337
160773 296 481
160808 512 299
160817 481 296
160839 481 296
160849 481 296
160862 296 481
160890 481 296
160923 481 296
160928 299 512
160959 119 175
160995 296 481
161001 296 481
161032 296 481
161044 481 296
161051 481 296
161072 481 296
161192 296 481
161208 512 299
161221 512 299
161230 299 512
161233 299 512
161274 481 296
161281 512 299
161282 225 574
161316 574 225
161326 299 512
161348 225 574
161441 574 225
161442 786 128
161490 128 786
161531 175 119
161553 119 175
161669 677 652
161670 225 574
161675 225 574
161683 225 574
161741 574 225
161767 225 574
162079 786 128
162196 574 225
162208 574 225
162220 574 225
162244 225 574
162324 128 786
162334 512 299
162439 574 225
162512 225 574
162597 574 225
162658 786 128
162922 225 574
163033 176 578
163061 578 176
163062 371 27
163198 176 578
163237 578 176
163238 299 512
163274 371 27
163338 403 267
163363 512 299
163374 512 299
163376 176 578
163380 27 371
163440 27 371
163484 578 176
163502 176 578
163636 337 225
163784 299 512
163787 299 512
163865 652 677
163883 229 503
164363 601 340
164421 340 601
164431 601 340
165446 371 27
165503 27 371
165605 176 578
165708 578 176
166107 179 812
166225 578 151
166374 503 229
166395 812 179
166417 229 503
166435 503 229
166560 179 193
166583 193 179
166585 459 260
166589 193 179
166603 179 193
167063 324 221
167093 221 324
167113 632 274
167157 324 221
167208 221 324
167341 274 632
167386 512 0
167420 267 403
167569 403 267
167624 337 225
167739 225 337
167794 0 512
167826 632 274
168098 337 225
168188 225 337
168218 337 225
168408 274 632
168901 512 0
169165 459 260
169224 301 300
169356 300 301
169369 301 300
169370 0 512
169397 301 300
169430 632 274
169582 260 459
169655 274 632
169734 300 301
169824 632 274
169897 274 632
170011 632 274
170219 512 0
170226 512 299
170242 274 632
170325 632 274
170354 459 260
170492 0 512
170500 299 512
170581 512 0
170614 512 299
170630 0 512
170660 299 512
170782 227 174
170788 227 174
170800 512 299
170812 512 0
170892 299 512
171079 300 301
171166 512 299
171202 301 300
171483 0 512
171504 299 512
171531 0 512
172423 300 301
172517 227 174
172518 227 174
172547 174 227
172558 174 227
172646 301 300
174705 512 299
174726 512 0
174917 0 512
175088 512 0
175110 0 512
175123 512 0
175145 0 512
175170 512 0
175200 0 512
175223 512 0
175667 0 512
175726 512 0
175765 0 512
175904 512 0
175999 0 512
176080 512 0
176114 0 512
176197 512 0
176213 0 512
176902 512 0
176949 0 512
177051 512 0
177082 0 512
177225 512 0
177276 0 512
177392 512 0
179739 176 578
194486 578 176
195423 339 379
196903 151 578
196991 578 151
197294 151 578
197745 578 151
197894 151 578
198077 289 752
198150 578 151
198747 558 557
198894 558 557
199171 176 578
200001 699 658
200881 752 289
200891 289 752
201028 507 615
201454 351 28
201784 658 699
201831 557 558
201864 699 658
201944 13 12
201966 615 507
201990 507 615
202023 13 12
202134 91 90
202218 578 176
202278 90 91
202415 91 90
202452 90 91
202613 492 12
202983 6 27
203148 171 49
203195 49 171
203261 12 13
203327 12 13
203361 6 27
203418 27 6
203484 6 27
203523 27 6
203561 658 699
203585 6 27
203607 617 279
203608 601 340
203618 27 6
203628 176 578
203704 12 492
203776 617 279
203781 6 27
203782 578 176
203802 617 279
203815 283 580
203848 6 27
203875 90 91
203899 91 90
203961 340 601
203986 176 578
203998 267 269
204166 617 279
204171 481 93
204190 279 617
204215 93 481
204248 481 93
204257 481 93
204271 481 93
204416 90 91
204420 90 91
204440 91 90
204515 578 176
204627 176 578
204639 658 699
204763 578 176
204767 403 267
204795 176 578
204872 578 176
204961 164 304
204988 304 164
205047 639 474
205059 176 578
205158 578 176
205208 164 304
205252 304 164
205295 164 304
205312 304 164
205531 20 21
205664 274 632
205798 21 20
205843 21 20
205868 21 20
205895 21 20
206004 617 279
206028 617 279
206096 93 481
206112 304 164
206132 481 93
206137 176 578
206141 164 304
206257 578 176
206332 48 49
206423 39 257
206423 39 707
206423 39 118
206423 39 545
206434 39 331
206440 617 279
206584 176 578
206691 578 176
207157 271 178
207190 639 474
207318 580 283
207326 178 271
207353 304 164
207357 137 136
207398 23 51
207411 371 300
207464 176 578
207478 164 304
207617 136 137
207727 271 178
207791 271 178
207851 178 271
207943 49 48
207965 352 468
207995 48 49
208032 49 48
208045 178 271
208147 48 49
208185 271 178
208247 468 352
208273 51 23
208304 23 51
208327 51 23
208335 136 137
208354 352 468
208434 137 136
208532 494 164
208625 178 271
208668 468 352
208842 289 578
208873 578 289
209011 289 578
209046 176 578
209117 578 289
209140 23 51
209174 289 578
209188 164 494
209222 578 289
209379 289 578
209381 289 578
209398 632 274
209435 364 102
209448 289 578
209497 600 499
209623 274 632
209826 271 178
210148 632 274
210564 274 632
210587 499 600
210662 176 578
211131 632 274
211619 474 639
211683 639 474
211704 474 639
211782 474 639
211994 388 481
212056 274 632
212067 48 49
212098 289 578
212154 578 289
212166 578 176
212212 289 578
212246 176 578
212499 639 474
212533 632 274
212535 474 639
212548 474 639
212587 639 474
212657 48 49
212802 269 267
212846 267 269
212895 4 221
212990 4 221
213284 35 43
213592 18 488
214047 21 20
214242 488 18
214392 18 488
214438 20 21
214485 578 176
214495 21 20
214552 481 388
214562 481 388
214637 388 481
214667 570 18
